city,country
Kavali,IND
Kavar,IRN
Kavaratti,IND
Kavarna,BGR
Kaveripatnam,IND
Kavieng,PNG
Kaviti,IND
Kavlinge,SWE
Kavundappadi,IND
Kawa,MMR
Kawachinagano,JPN
Kawadgaon,IND
Kawagoe,JPN
Kawagoe,JPN
Kawaguchi,JPN
Kawai,JPN
Kawaii,JPN
Kawamata,JPN
Kawambwa,ZMB
Kawaminami,JPN
Kawara,JPN
Kawara,NER
Kawartha Lakes,CAN
Kawasaki,JPN
Kawasaki,JPN
Kawashiri,JPN
Kawatana,JPN
Kawayan,PHL
Kawit,PHL
Kawkareik,MMR
Kawm Umbu,EGY
Kawthoung,MMR
Kaya,BFA
Kayalpattanam,IND
Kayankulam,IND
Kayanza,BDI
Kayapa,PHL
Kayapinar,TUR
Kayatha,IND
Kayattar,IND
Kayes,MLI
Kayes,COG
Kayseri,TUR
Kaysville,USA
Kayunga,UGA
Kayyngdy,KGZ
Kaza,IND
Kazachye,RUS
Kazan,RUS
Kazanlak,BGR
Kazarman,KGZ
Kazerun,IRN
Kazincbarcika,HUN
Kazlu Ruda,LTU
Kazo,JPN
Kazo,UGA
Keal,IND
Keansburg,USA
Kearney,USA
Kearney,USA
Kearns,USA
Kearny,USA
Kearsley,GBR
Kebemer,SEN
Kebili,TUN
K'ebri Dehar,ETH
Kecskemet,HUN
Kedainiai,LTU
Kedia,IND
Kediri,IDN
Kedougou,SEN
Kedu,CHN
Kedzierzyn-Kozle,POL
Keelung,TWN
Keene,USA
Keerbergen,BEL
Keetmanshoop,NAM
Kefamenanu,IDN
Kefar Sava,ISR
Kefar Yona,ISR
Keffi,NGA
Keflavik,ISL
Kegalle,LKA
Kegen,KAZ
Kegeyli Shahar,UZB
Kehl,DEU
Keighley,GBR
Keila,EST
Keisen,JPN
Keizer,USA
Kekava,LVA
Kekem,CMR
Kela Khera,IND
Kelaa Kebira,TUN
Kelafo,ETH
Kelamangalam,IND
Kelandis,IDN
Kele,ETH
Keles,UZB
Kelheim,DEU
Kelibia,TUN
Kelilalina,MDG
Kelishad va Sudarjan,IRN
Kelkheim (Taunus),DEU
Keller,USA
Kelme,LTU
Kelo,TCD
Kelowna,CAN
Kelso,USA
Kelso,AUS
Kelsterbach,DEU
Kem,RUS
Kemalpasa,TUR
Kemberg,DEU
Kembhavi,IND
Kemer,TUR
Kemerovo,RUS
Kemi,FIN
Kemijarvi,FIN
Kemin,KGZ
Kemise,ETH
Kemp Mill,USA
Kempele,FIN
Kempen,DEU
Kempsey,AUS
Kempston,GBR
Kempten,DEU
Ken Caryl,USA
Kenafif,MAR
Kenar,IND
Kendal,GBR
Kendale Lakes,USA
Kendall,USA
Kendall Park,USA
Kendall West,USA
Kendallville,USA
Kendari,IDN
Kendraparha,IND
Kendu Bay,KEN
Kenduadih,IND
Kenema,SLE
Kengarai,IND
Kenge,COD
Kengri,IND
Kengtung,MMR
Kenilworth,GBR
Kenitra,MAR
Kenley,GBR
Kenmore,USA
Kenmore,USA
Kennebunk,USA
Kennedy,USA
Kennedy Town,HKG
Kenner,USA
Kennesaw,USA
Kennett,USA
Kennewick,USA
Kenora,CAN
Kenosha,USA
Kensington,GBR
Kensington,USA
Kent,USA
Kent,USA
Kent,USA
Kentau,KAZ
Kenton,GBR
Kentville,CAN
Kentwood,USA
Kenzhe,RUS
Kenzingen,DEU
Keokuk,USA
Keolari,IND
Keonjhargarh,IND
Keora,IND
Keota,IND
Kepno,POL
Kerai,IND
Kerap,IND
Keratsini,GRC
Kerava,FIN
Kerben,KGZ
Kercem,MLT
Kerch,UKR
Keregodu,IND
Kerema,PNG
Keren,ERI
Kerepestarcsa,HUN
Kerewan,GMB
Kericho,KEN
Kerikeri,NZL
Kerkrade,NLD
Kerkyra,GRC
Kerman,IRN
Kerman,USA
Kermanshah,IRN
Kernersville,USA
Kerou,BEN
Kerouane,GIN
Kerpen,DEU
Kerrville,USA
Kerugoya,KEN
Kerur,IND
Kesabpur,IND
Kesamudram,IND
Kesarimangalam,IND
Kesariya,IND
Kesath,IND
Kesbewa,LKA
Kesennuma,JPN
Keshan,CHN
Keshod,IND
Keshwari,IND
Keskin,TUR
Kesla,AZE
Kesli,IND
Keszthely,HUN
Keta,GHA
Ketama,MAR
Kete Krachi,GHA
Ketou,BEN
Ketrzyn,POL
Ketsch,DEU
Kettering,GBR
Kettering,USA
Kettering,USA
Ketti,IND
Ketugram,IND
Kety,POL
Keuruu,FIN
Keve,TGO
Kevelaer,DEU
Kew Green,GBR
Kewanee,USA
Kewatgawan,IND
Key Biscayne,USA
Key Largo,USA
Key West,USA
Keynsham,GBR
Keystone,USA
Keza,TZA
Kezi,ZWE
Kezmarok,SVK
Kfar Aabida,LBN
Kfar Kidde,LBN
Khabarovsk,RUS
Khachrod,IND
Khadbari,NPL
Khadyzhensk,RUS
Khagaria,IND
Khagaul,IND
Khagaur,IND
Khagra,IND
Khair Khan,IND
Khaira,IND
Khaira,IND
Khaira Tola,IND
Khairpur Mir's,PAK
Khairtal,IND
Khajuraho,IND
Khajuri,IND
Khajuri,IND
Khajuri,IND
Khak-e `Ali,IRN
Khakhar,RUS
Khalari,IND
Khalkhal,IRN
Khallikot,IND
Khamanon Kalan,IND
Khamaria,IND
Khambhat,IND
Khamir,YEM
Khamis Mushayt,SAU
Khammam,IND
Khampat,MMR
Khan Bebin,IRN
Khan Shaykhun,SYR
Khan Yunis,XGZ
Khanabad,AFG
Khanah Sur,IRQ
Khanapur,IND
Khanapur,IND
Khanapur,IND
Khanaqin,IRQ
Khanda,IND
Khandaich,IND
Khandpara,IND
Khandwa,IND
Khandyga,RUS
Khanewal,PAK
Khangaon,IND
Khaniadhana,IND
Khanna,IND
Khanpur,PAK
Khanpur,IND
Khanpur Khairanti,IND
Khansahibpuram,IND
Khanty-Mansiysk,RUS
Khanjahanpur,IND
Khao Yoi,THA
Khapdeh,IND
Kharabali,RUS
Kharagbani,IND
Kharagpur,IND
Kharagpur,IND
Kharahara,IND
Kharar,IND
Kharar,IND
Khardah,IND
Khargapur,IND
Khargone,IND
Khargram,IND
Kharhial,IND
Khari,IND
Kharial,IND
Kharian,PAK
Kharik,IND
Kharika,IND
Kharki,IND
Kharkiv,UKR
Kharovsk,RUS
Kharsawan,IND
Kharsod B,IND
Khartoum,SDN
Khartoum North,SDN
Khartsyzk,UKR
Kharupatia,IND
Kharv-e Sofla,IRN
Khasab,OMN
Khasanya,RUS
Khasavyurt,RUS
Khasbalanda,IND
Khash,IRN
Khashuri,GEO
Khaspur,IND
Khat Azakane,MAR
Khatanga,RUS
Khategaon,IND
Khathjari,IND
Khatima,IND
Khattan,IND
Khaur,IND
Khaw Zar Chaung Wa,MMR
Khawaspur,IND
Khawr Fakkan,ARE
Khayelitsha,ZAF
Khe Sanh,VNM
Khed,IND
Khed Brahma,IND
Khem Karan,IND
Khem Karan Saray,IND
Khemis el Khechna,DZA
Khemis Miliana,DZA
Khemis Sahel,MAR
Khenchela,DZA
Khenichet-sur Ouerrha,MAR
Khenifra,MAR
Kherameh,IRN
Kherson,UKR
Khesht,IRN
Khetia,IND
Khetko,IND
Khilchipur,IND
Khilok,RUS
Khimki,RUS
Khimlasa,IND
Khiram,IND
Khirbat Ghazalah,SYR
Khirhar,IND
Khiria,IND
Khiriawan,IND
Khirkiyan,IND
Khirpai,IND
Khizrpur,IND
Khlong Luang,THA
Khlung,THA
Khmelnytskyi,UKR
Khmilnyk,UKR
Khmis Sidi al 'Aydi,MAR
Khodabandeh,IRN
Khodoriv,UKR
Khokha,IND
Khokri Kalan,IND
Kholmsk,RUS
Khomam,IRN
Khombole,SEN
Khomeyn,IRN
Khomeyni Shahr,IRN
Khon Kaen,THA
Khoni,GEO
Khonobod,TJK
Khonj,IRN
Khorabar,IND
Khoragachhi,IND
Khorgo,RUS
Khorol,RUS
Khorramabad,IRN
Khorramabad,IRN
Khorramdarreh,IRN
Khorramshahr,IRN
Khorugh,TJK
Khosrowshahr,IRN
Khost,AFG
Khotkovo,RUS
Khotyn,UKR
Khovaling,TJK
Khowai,IND
Khowrasgan,IRN
Khowrmuj,IRN
Khowrzuq,IRN
Khowy,IRN
Khoyniki,BLR
Khrestivka,UKR
Khromtau,KAZ
Khrustalnyi,UKR
Khrystynivka,UKR
Khujand,TJK
Khujner,IND
Khulays,SAU
Khulm,AFG
Khulna,BGD
Khunays,TUN
Khundawandpur,IND
Khunti,IND
Khunti Dhanaili,IND
Khurai,IND
Khuran Milik,IND
Khurda,IND
Khurmi,TJK
Khushab,PAK
Khusropur,IND
Khust,UKR
Khutaha,IND
Khutauna,IND
Khutha Baijnath,IND
Khutubi,CHN
Khuzdar,PAK
Khvaf,IRN
Khvalynsk,RUS
Khvansar,IRN
Kiama,AUS
Kiamba,PHL
Kiambu,KEN
Kiangan,PHL
Kiangara,MDG
Kiashahr,IRN
Kiato,GRC
Kibaha,TZA
Kibale,UGA
Kibawe,PHL
Kibaya,TZA
Kibeho,RWA
Kibi,GHA
Kibichuo,JPN
Kibiito,UGA
Kibingo,UGA
Kibiti,TZA
Kiblawan,PHL
Kiboga,UGA
Kibuku,UGA
Kibungan,PHL
Kibungo,RWA
Kibuye,RWA
Kicevo,MKD
Kichha,IND
Kidal,MLI
Kidapawan,PHL
Kidbrooke,GBR
Kidderminster,GBR
Kidira,SEN
Kidlington,GBR
Kidricevo,SVN
Kidsgrove,GBR
Kiel,DEU
Kielce,POL
Kielczow,POL
Kien Giang,VNM
Kien Luong,VNM
Kierspe,DEU
Kieta,PNG
Kiffa,MRT
Kifisia,GRC
Kifri,IRQ
Kigali,RWA
Kigoma,TZA
Kigumba,UGA
Kihei,USA
Kihihi,UGA
Kiho,JPN
Kihoku,JPN
Kiiminki,FIN
Kika,BEN
Kikinda,SRB
Kiklah,LBY
Kikube,UGA
Kikuchi,JPN
Kikugawa,JPN
Kikuyo,JPN
Kikuyu,KEN
Kikwit,COD
Kil Valur,IND
Kilakkarai,IND
Kilakkurichchi,IND
Kilankundal,IND
Kilchberg,CHE
Kilgore,USA
Kilibo,BEN
Kilifi,KEN
Kiliia,UKR
Kilimli,TUR
Kilindoni,TZA
Kilinochchi,LKA
Kilis,TUR
Kilkenny,IRL
Kilkis,GRC
Kilkottai,IND
Kilkunda,IND
Killai,IND
Killamarsh,GBR
Killarney,IRL
Killeen,USA
Killingly,USA
Killingworth,GBR
Kilmangalam,IND
Kilmarnock,GBR
Kilminnal,IND
Kilosa,TZA
Kilrajakularaman,IND
Kilsyth,GBR
Kilvisharam,IND
Kilwinning,GBR
Kimba,AUS
Kimbe,PNG
Kimberley,ZAF
Kimhae,KOR
Kimilili,KEN
Kimitsu,JPN
Kimje,KOR
Kimovsk,RUS
Kimpese,COD
Kimry,RUS
Kimwanyi,UGA
Kimyogarlar,UZB
Kin,JPN
Kinattukkadavu,IND
Kincardine,CAN
Kindamba,COG
Kindia,GIN
Kindu,COD
Kinel,RUS
Kinel'-Cherkassy,RUS
Kineshma,RUS
King City,USA
King Edward Point,SGS
King of Prussia,USA
Kingaroy,AUS
Kingersheim,FRA
Kingisepp,RUS
Kingman,USA
Kingoonya,AUS
Kingri,IND
Kings Grant,USA
King's Lynn,GBR
Kings Mountain,USA
Kings Norton,GBR
Kings Park,USA
Kings Park West,USA
Kingsburg,USA
Kingsbury,USA
Kingsland,USA
Kingsnorth,GBR
Kingsport,USA
Kingsteignton,GBR
Kingston,JAM
Kingston,NFK
Kingston,USA
Kingston,USA
Kingston,USA
Kingston,AUS
Kingston South East,AUS
Kingston upon Hull,GBR
Kingston upon Thames,GBR
Kingstown,VCT
Kingstowne,USA
Kingsville,USA
Kingsville,CAN
Kingswinford,GBR
Kingswood,GBR
Kinh Mon,VNM
Kinhalu,IND
Kinik,TUR
Kinkala,COG
Kinna,SWE
Kinnelon,USA
Kinogitan,PHL
Kinoni,UGA
Kinrooi,BEL
Kinross,ZAF
Kinshasa,COD
Kinston,USA
Kintampo,GHA
Kinzau-Vuete,COD
Kipili,TZA
Kippax,GBR
Kipushi,COD
Kirakira,SLB
Kiramangalam,IND
Kirangur,IND
Kirano,MDG
Kiranomena,MDG
Kiranur,IND
Kiratot,IND
Kiratpur Rajaram,IND
Kirchberg,CHE
Kirchhain,DEU
Kirchheim bei Munchen,DEU
Kirchheim unter Teck,DEU
Kirchhundem,DEU
Kirchlengern,DEU
Kirchlinteln,DEU
Kirchseeon,DEU
Kirchzarten,DEU
Kirdasah,EGY
Kireka,UGA
Kirensk,RUS
Kireyevsk,RUS
Kiri,COD
Kirikera,IND
Kirikkale,TUR
Kirippatti,IND
Kirishi,RUS
Kirishima,JPN
Kirk of Shotts,GBR
Kirkagac,TUR
Kirkby,GBR
Kirkby in Ashfield,GBR
Kirkcaldy,GBR
Kirkel,DEU
Kirkenes,NOR
Kirkintilloch,GBR
Kirkja,FRO
Kirkkonummi,FIN
Kirkland,CAN
Kirkland,USA
Kirkland,USA
Kirklareli,TUR
Kirkop,MLT
Kirkstall,GBR
Kirksville,USA
Kirkuk,IRQ
Kirkwall,GBR
Kirkwood,USA
Kirlampudi,IND
Kirov,RUS
Kirov,RUS
Kirovgrad,RUS
Kirovo-Chepetsk,RUS
Kirovsk,UKR
Kirovsk,RUS
Kirovsk,RUS
Kirrayach,IND
Kirs,RUS
Kirsanov,RUS
Kirsehir,TUR
Kirtipur,NPL
Kiruhura,UGA
Kiruna,SWE
Kirundo,BDI
Kiryandongo,UGA
Kiryas Joel,USA
Kiryu,JPN
Kirzhach,RUS
Kisangani,COD
Kisanuki,JPN
Kisara,IND
Kisaran,IDN
Kisarazu,JPN
Kiselevsk,RUS
Kiseljak,BIH
Kish,IRN
Kishanganj,IND
Kishanganj,IND
Kishanpur Ratwara,IND
Kishanpura Kalan,IND
Kishi,JPN
Kishiwada,JPN
Kishkenekol,KAZ
Kishmat Dhanbari,BGD
Kishtwar,IND
Kishundaspur,IND
Kishunpur,IND
Kishunpur,IND
Kisi,NGA
Kisii,KEN
Kiskoros,HUN
Kiskunfelegyhaza,HUN
Kiskunhalas,HUN
Kiskunlachaza,HUN
Kiskunmajsa,HUN
Kislovodsk,RUS
Kismaayo,SOM
Kiso,JPN
Kisoro,UGA
Kissa,BEN
Kissane Ltouqi,MAR
Kissidougou,GIN
Kissimmee,USA
Kissing,DEU
Kisslegg,DEU
Kisujszallas,HUN
Kisumu,KEN
Kisvarda,HUN
Kita,MLI
Kita Chauhattar,IND
Kitaakita,JPN
Kitagata,JPN
Kitahiroshima,JPN
Kitahiroshima,JPN
Kitaibaraki,JPN
Kitajima,JPN
Kitakami,JPN
Kitakata,JPN
Kitakoriyamacho,JPN
Kita-ku,JPN
Kitakyushu,JPN
Kitale,KEN
Kitamilo,UGA
Kitamoto,JPN
Kitanagoya,JPN
Kitanakagusuku,JPN
Kitaotao,PHL
Kitatajima,JPN
Kitcharao,PHL
Kitchener,CAN
Kitee,FIN
Kitenkela,KEN
Kitgum,UGA
Kitob,UZB
Kitsuki,JPN
Kittery,USA
Kittur,IND
Kitui,KEN
Kitwe,ZMB
Kitzingen,DEU
Kiuruvesi,FIN
Kivertsi,UKR
Kivisto,FIN
Kivsharivka,UKR
Kiwoko,UGA
Kiyama,JPN
Kiyose,JPN
Kiyosu,JPN
Kizel,RUS
Kizhake Chalakudi,IND
Kizilpinar,TUR
Kiziltepe,TUR
Kizilyurt,RUS
Kizlyar,RUS
Kizugawa,JPN
Kladanj,BIH
Kladno,CZE
Kladovo,SRB
Klaeng,THA
Klagenfurt,AUT
Klaipeda,LTU
Klaksvik,FRO
Klamath Falls,USA
Klang,MYS
Klasterec nad Ohri,CZE
Klatovy,CZE
Klaukkala,FIN
Klazienaveen,NLD
Kleinblittersdorf,DEU
Kleppe,NOR
Klerksdorp,ZAF
Kleve,DEU
Klimavichy,BLR
Klimovsk,RUS
Klin,RUS
Kline,XKS
Klintsy,RUS
Klippansbruk,SWE
Klipphausen,DEU
Kllokot,XKS
Klobuck,POL
Klodzko,POL
Klosterneuburg,AUT
Kloten,CHE
Klotze,DEU
Kluang,MYS
Kluczbork,POL
Klyetsk,BLR
Klyuchi,RUS
Kljuc,BIH
Knaresborough,GBR
Knemis Dades,MAR
Knezha,BGR
Knic,SRB
Knightdale,USA
Knik-Fairview,USA
Knin,HRV
Knittelfeld,AUT
Knokke-Heist,BEL
Knottingley,GBR
Knowle,GBR
Knowsley,GBR
Knoxville,USA
Knurow,POL
Knutsford,GBR
Knysna,ZAF
Knjazevac,SRB
Ko Samui,THA
Koani,TZA
Koath,IND
Kobarid,SVN
Kobayashi,JPN
Kobe,JPN
Kobeliaky,UKR
Kobilo,SEN
Kobilje,SVN
Koblenz,DEU
Kobo,ETH
Koboko,UGA
Kobryn,BLR
Kobuleti,GEO
Kobylka,POL
Kocaali,TUR
Kocaeli,TUR
Kocani,MKD
Koceljeva,SRB
Kocevje,SVN
Koch,IND
Koch Bihar,IND
Kochas,IND
Kochgawan,IND
Kochi,IND
Kochi,JPN
Kochkor,KGZ
Kochkor-Ata,KGZ
Kochubeyevskoye,RUS
Kochugaon,IND
Kod,IND
Kodad,IND
Kodaikanal,IND
Kodaimangalam,IND
Kodaira,JPN
Kodakkal,IND
Kodala,IND
Kodangipatti,IND
Kodarma,IND
Kodavatipudi,IND
Kodigenahalli,IND
Kodigenahalli,IND
Kodikkulam,IND
Kodikkulam,IND
Kodikulam,IND
Kodinsk,RUS
Kodivalasa,IND
Kodmial,IND
Kodriva,IND
Kodumudi,IND
Kodumur,IND
Kodungallur,IND
Koduru,IND
Koduvilarpatti,IND
Koekelare,BEL
Koekelberg,BEL
Koelwar,IND
Koencho,JPN
Koewarasan,SUR
Kofele,ETH
Koflach,AUT
Koforidua,GHA
Kofu,JPN
Koga,JPN
Koga,JPN
Koganei,JPN
Koge,DNK
Kogon Shahri,UZB
Koh Kong,KHM
Kohat,PAK
Koheda,IND
Kohima,IND
Kohir,IND
Kohtla-Jarve,EST
Koidu,SLE
Koidu-Bulma,SLE
Koila,IND
Koila Belwa,IND
Koila Dewa,IND
Koilakh,IND
Koili Simra,IND
Koilkuntla,IND
Koini,IND
Koiridih,IND
Koja,JPN
Koka,JPN
Kokawa,JPN
Kokhma,RUS
Kokiladanga,IND
Kok-Janggak,KGZ
Kokkola,FIN
Koko,NGA
Kokomo,USA
Kokopo,PNG
Kokoszki,POL
Kokrajhar,IND
Kokshetau,KAZ
Koksijde,BEL
Koktokay,CHN
Kokubunji,JPN
Kola,IND
Kola,RUS
Kolachel,IND
Kolagallu,IND
Kolakaluru,IND
Kolambugan,PHL
Kolanpak,IND
Kolappalur,IND
Kolar,IND
Kolaras,IND
Kolarovo,SVK
Kolasin,MNE
Kolattur,IND
Kolbermoor,DEU
Kolbuszowa,POL
Kolchugino,RUS
Kolda,SEN
Kolding,DNK
Kole,UGA
Kolhapur,IND
Kolin,CZE
K'olito,ETH
Kolkata,IND
Kolkwitz,DEU
Kollankulam,IND
Kollegal,IND
Kollipara,IND
Kollo,NER
Kolluru,IND
Kolnad,IND
Kolno,POL
Kolnur,IND
Kolo,POL
Kolobrzeg,POL
Kolokonde,BEN
Kolomna,RUS
Kolomyia,UKR
Kolonia,FSM
Kolonnawa,LKA
Kolonodale,IDN
Kolpashevo,RUS
Kolpino,RUS
Kolumalapalle,IND
Koluszki,POL
Kolwara,IND
Kolwezi,COD
Komae,JPN
Komagane,JPN
Komaki,JPN
Komarno,SVK
Komarolu,IND
Komarom,HUN
Komatipoort,ZAF
Komatsu,JPN
Komatsushimacho,JPN
Kombai,IND
Kombai,IND
Kombissiri,BFA
Kombolcha,ETH
Komen,SVN
Komenda,SVN
Komlo,HUN
Kommunar,RUS
Kommuru,IND
Komono,JPN
Komorniki,POL
Komoro,JPN
Komotini,GRC
Kompalle,IND
Komsa,RUS
Komsomol'sk-na-Amure,RUS
Kon Tum,VNM
Konaje,IND
Konak,TUR
Konakli,TUR
Konakondla,IND
Konakovo,RUS
Konan,JPN
Konan,JPN
Konan,JPN
Konand,IND
Konanur,IND
Konarak,IRN
Konarka,IND
Konce,MKD
Kondakindi Agraharam,IND
Kondakomarla,IND
Kondalahalli,IND
Kondalampatti,IND
Kondapalle,IND
Kondaparti,IND
Kondayampalaiyam,IND
Kondopoga,RUS
Kondrovo,RUS
Kondrukota,IND
Konduru,IND
Kone,NCL
Konen Agrahar,IND
Koneurgench,TKM
Konganapuram,IND
Kongaralli,IND
Kongen,DEU
Kongjiazhuangcun,CHN
Kongnolli,IND
Kongolo,COD
Kongoussi,BFA
Kongsberg,NOR
Kongsvinger,NOR
Kongupatti,IND
Konibodom,TJK
Konidena,IND
Konigs Wusterhausen,DEU
Konigsbach-Stein,DEU
Konigsbrunn,DEU
Konigslutter am Elm,DEU
Konigstein im Taunus,DEU
Konigswinter,DEU
Konin,POL
Koniz,CHE
Konkavaripalle,IND
Konnur,IND
Konnur,IND
Konongo,GHA
Konosu,JPN
Konotop,UKR
Konskie,POL
Konstancin-Jeziorna,POL
Konstantinovsk,RUS
Konstantynow Lodzki,POL
Konstanz,DEU
Kontagora,NGA
Kontcha,CMR
Kontich,BEL
Kontiolahti,FIN
Konya,TUR
Konz,DEU
Konza,KEN
Koog aan de Zaan,NLD
Koori,JPN
Kopa,IND
Kopargo,BEN
Kopavogur,ISL
Koper,SVN
Kopervik,NOR
Kopeysk,RUS
Koping,SWE
Kopoky,MDG
Kopong,BWA
Koppaka,IND
Koppal,IND
Kopparam,IND
Koppunur,IND
Koprivnica,HRV
Koprivnice,CZE
Koprukoy,TUR
Korablino,RUS
Korahia,IND
Koranampatti,IND
Korangal,IND
Koraput,IND
Koratagere,IND
Koratgi,IND
Koratla,IND
Korb,DEU
Korba,IND
Korba,TUN
Korbach,DEU
Korce,ALB
Korem,ETH
Korenovsk,RUS
Korf,RUS
Korfez,TUR
Korgas,CHN
Korhogo,CIV
Koriapatti,IND
Korinthos,GRC
Koriukivka,UKR
Koriyama,JPN
Korkino,RUS
Korkut,TUR
Korla,CHN
Kormend,HUN
Kornepadu,IND
Korneuburg,AUT
Korntal-Munchingen,DEU
Kornwestheim,DEU
Korogwe,TZA
Korolev,RUS
Korolevo,UKR
Koronadal,PHL
Koronadal,PHL
Koronowo,POL
Koropi,GRC
Koror,PLW
Korosavada,IND
Korosten,UKR
Korostyshiv,UKR
Korsakov,RUS
Korschenbroich,DEU
Korsholm,FIN
Korsimoro,BFA
Korsor,DNK
Korsun-Shevchenkivskyi,UKR
Kortemark,BEL
Kortenberg,BEL
Kortrijk,BEL
Korwar,IND
Koryazhma,RUS
Korydallos,GRC
Koryo,JPN
Kos,GRC
Kosai,JPN
Kosatarosh,TJK
Kosching,DEU
Koscian,POL
Koscielisko,POL
Koscierzyna,POL
Kose,TUR
Kosgi,IND
Kosh-Agach,RUS
Koshanam,IND
Koshigaya,JPN
Koshizuka,JPN
Koshu,JPN
Kosice,SVK
Kosigi,IND
Kosiv,UKR
Kosjeric,SRB
Koskapur,IND
Koskapur,IND
Kosonsoy,UZB
Kostanjevica na Krki,SVN
Kostel,SVN
Kostiantynivka,UKR
Kostinbrod,BGR
Kostomuksha,RUS
Kostopil,UKR
Kostroma,RUS
Kostrzyn,POL
Kostrzyn nad Odra,POL
Kosum Phisai,THA
Kosvik,NOR
Koszalin,POL
Koszeg,HUN
Kot Addu,PAK
Kot Bhai,IND
Kot Fatah,IND
Kot Isa Khan,IND
Kot Kapura,IND
Kot Shamir,IND
Kot Umachigi,IND
Kota,IND
Kota,JPN
Kota,IND
Kota Bharu,MYS
Kota Kinabalu,MYS
Kotabommali,IND
Kotabumi,IDN
Kotagiri,IND
Kotah-ye `Ashro,AFG
Kotamobagu,IDN
Kotdwara,IND
Kotekara,IND
Kotelnich,RUS
Kotelniki,RUS
Kotelnikovo,RUS
Koteshwar,IND
Kotgir,IND
Kotha Guru,IND
Kothanuru,IND
Kothapet,IND
Kotharpettai,IND
Kothen,DEU
Kothi,IND
Kothia,IND
Kothri Kalan,IND
Kotia,IND
Kotido,UGA
Kotka,FIN
Kotla,IND
Kotlas,RUS
Kotli,PAK
Kotli Ablu,IND
Kotma,IND
Kotmale,LKA
Koto-ku,JPN
Kotor,MNE
Kotoura,JPN
Kotovo,RUS
Kotovsk,RUS
Kotra,IND
Kotri,PAK
Kotsyubyns'ke,UKR
Kotta Kalidindi,IND
Kottacheruvu,IND
Kottadindulu,IND
Kottagudem,IND
Kottaikuppam,IND
Kottaipatti,IND
Kottaiyur,IND
Kottakota,IND
Kottakota,IND
Kottampatti,IND
Kottapalem,IND
Kottapalem,IND
Kottapalle,IND
Kottapeta,IND
Kottapeta,IND
Kottaram,IND
Kottavalasa,IND
Kottayam,IND
Kottur,IND
Kotturu,IND
Kotturu,IND
Kotur,IND
Kotwapatti Rampur,IND
Kouande,BEN
Kouarfa,BEN
Koudougou,BFA
Kouhu,TWN
Kouka,BFA
Koulamoutou,GAB
Koulikoro,MLI
Koumassi,CIV
Koumpentoum,SEN
Koumra,TCD
Koundara,GIN
Koungheul,SEN
Kountouri,BEN
Koupela,BFA
Kourani,COM
Kouribga,MAR
Kourimat,MAR
Kourou,GUF
Kouroussa,GIN
Kousseri,CMR
Kouti,BEN
Koutiala,MLI
Kouvola,FIN
Kovacica,SRB
Kovancilar,TUR
Kovda,RUS
Kovdor,RUS
Kovel,UKR
Kovilpatti,IND
Kovilpatti,IND
Kovilur,IND
Kovin,SRB
Kovrov,RUS
Kovur,IND
Kovurupalli,IND
Kovvali,IND
Kovvur,IND
Kovylkino,RUS
Kowary,POL
Kowdalli,IND
Kowloon,HKG
Kowloon City,HKG
Koytendag,TKM
Koyulhisar,TUR
Kozan,TUR
Kozani,GRC
Kozelsk,RUS
Koziatyn,UKR
Kozienice,POL
Kozje,SVN
Kozloduy,BGR
Kozlovka,RUS
Kozlu,TUR
Kozluk,TUR
Kozmodemyansk,RUS
Kozova,UKR
Kozuchow,POL
Kozy,POL
Kpalime,TGO
Kpandae,GHA
Kpandu,GHA
Kraainem,BEL
Krabi,THA
Kragero,NOR
Kragujevac,SRB
Krakow,POL
Kralendijk,BES
Kralupy nad Vltavou,CZE
Kraluv Dvur,CZE
Kraljevo,SRB
Kramatorsk,UKR
Kranenburg,DEU
Kranuan,THA
Kranj,SVN
Kranjska Gora,SVN
Krapina,HRV
Krapkowice,POL
Kraskovo,RUS
Kraslava,LVA
Krasnik,POL
Krasnoarmeysk,RUS
Krasnoarmeysk,RUS
Krasnodar,RUS
Krasnodon,UKR
Krasnogorsk,RUS
Krasnogorsk,RUS
Krasnogorskiy,UZB
Krasnogvardeyskoye,RUS
Krasnogvardeyskoye,RUS
Krasnohorivka,UKR
Krasnohrad,UKR
Krasnoilsk,UKR
Krasnokamensk,RUS
Krasnokamsk,RUS
Krasnokumskoye,RUS
Krasnoslobodsk,RUS
Krasnoslobodsk,RUS
Krasnotur'insk,RUS
Krasnoufimsk,RUS
Krasnouralsk,RUS
Krasnousol'skiy,RUS
Krasnovishersk,RUS
Krasnoyarsk,RUS
Krasnozavodsk,RUS
Krasnoznamensk,RUS
Krasnyi Luch,UKR
Krasnystaw,POL
Krasnyy Kut,RUS
Krasnyy Sulin,RUS
Krasnyy Yar,RUS
Krasnyy Yar,KAZ
Krathum Baen,THA
Kratie,KHM
Kratovo,MKD
Kratovo,RUS
Kraulshavn,GRL
Krefeld,DEU
Kremenchuk,UKR
Kremenets,UKR
Kreminna,UKR
Krems an der Donau,AUT
Kresek,IDN
Kressbronn am Bodensee,DEU
Kretinga,LTU
Kreuzau,DEU
Kreuzlingen,CHE
Kreuztal,DEU
Kribi,CMR
Kriens,CHE
Kriftel,DEU
Krimpen aan den IJssel,NLD
Krishnagiri,IND
Krishnamsettipalle,IND
Krishnanagar,IND
Krishnapur,IND
